Code service CH|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000002|08/01/2019|Vente|432,00||||B296|SAINT PIERRE|1851|MARBOZ|01|232||D|2580||||||||||||0||||||T||36
|||||||000001|10/01/2019|Vente|550,00||||B029|LES VARILLES|1250|JOURNANS|01|197||B|865||||||||||||0||||||J||85
|||||||000001|22/01/2019|Vente|13000,00|10|Z|RUE|1320|EDGAR  QUINET|1000|BOURG-EN-BRESSE|01|53||AD|423||1||||||||||1|4|Local industriel. commercial ou assimilé||34|0|||
|||||||000001|17/01/2019|Vente|150000,00|136||RUE|0190|SAINT VINCENT|1160|DRUILLAT|01|151||A|881||||||||||||0|1|Maison||95|3|S||886
|||||||000001|17/01/2019|Vente|150000,00||||B225|TURGON|1160|DRUILLAT|01|151||A|887||||||||||||0||||||P||437
|||||||000001|17/01/2019|Vente|150000,00||||B225|TURGON|1160|DRUILLAT|01|151||A|888||||||||||||0||||||P||460
|||||||000001|17/01/2019|Vente|150000,00||||B225|TURGON|1160|DRUILLAT|01|151||A|888||||||||||||0||||||S||239
|||||||000001|25/01/2019|Vente|255100,00|6112|||B061|SUR MURET|1160|PONT-D AIN|01|304||ZA|213||||||||||||0|1|Maison||162|7|S||10
|||||||000001|25/01/2019|Vente|255100,00||||B061|SUR MURET|1160|PONT-D AIN|01|304||ZA|214||||||||||||0||||||S||1000
|||||||000001|25/01/2019|Vente|255100,00||||B061|SUR MURET|1160|PONT-D AIN|01|304||ZA|214||||||||||||0||||||AG||651
|||||||000001|25/01/2019|Vente|255100,00||||B061|SUR MURET|1160|PONT-D AIN|01|304||ZA|216||||||||||||0||||||AG||137
|||||||000001|10/01/2019|Vente|84000,00|37||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BE|195||435||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2019|Vente|84000,00|37||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BE|195||536||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2019|Vente|84000,00|37||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BE|195||460||502|73,55|||||||2|2|Appartement||70|2|||
|||||||000001|14/01/2019|Vente|200000,00|136||CHE|0012|DE BEZATON|1310|POLLIAT|01|301||AB|62||||||||||||0|1|Maison||116|4|AG|JARD|764
|||||||000001|14/01/2019|Vente|200000,00|136||CHE|0012|DE BEZATON|1310|POLLIAT|01|301||AB|62||||||||||||0|1|Maison||116|4|S||1000
|||||||000001|18/01/2019|Vente|702200,00||||B001|LA BECASSINIERE|1960|PERONNAS|01|289||C|93||||||||||||0||||||S||150
|||||||000001|18/01/2019|Vente|702200,00||||B001|LA BECASSINIERE|1960|PERONNAS|01|289||C|144||||||||||||0||||||J||3920
|||||||000001|18/01/2019|Vente|702200,00||||B001|LA BECASSINIERE|1960|PERONNAS|01|289||C|275||||||||||||0||||||BF||11716
|||||||000001|18/01/2019|Vente|702200,00|268|B|RTE|0227|DE LENT|1960|PERONNAS|01|289||C|277||||||||||||0|1|Maison||140|6|S||2999
|||||||000001|18/01/2019|Vente|702200,00||||B001|LA BECASSINIERE|1960|PERONNAS|01|289||C|285||||||||||||0||||||P||12771
|||||||000002|28/01/2019|Vente|165000,00|5083|||B030|LES GOYARDS|1250|MONTAGNAT|01|254||AR|162||||||||||||0|1|Maison||93|5|||
|||||||000001|17/01/2019|Vente|112325,00|3||AV|1970|JEAN JAURES|1000|BOURG-EN-BRESSE|01|53||AM|70||151||||||||||1|3|Dépendance||0|0|||
|||||||000001|17/01/2019|Vente|112325,00|3||AV|1970|JEAN JAURES|1000|BOURG-EN-BRESSE|01|53||AM|70||144||||||||||1|3|Dépendance||0|0|||
|||||||000001|17/01/2019|Vente|112325,00|3||RUE|1660|GEN LOGEROT|1000|BOURG-EN-BRESSE|01|53||AM|71||10||18||2|70,68|20||||4|2|Appartement||71|3|||
|||||||000001|18/01/2019|Vente|70000,00|27||RUE|3330|DE LA REPUBLIQUE|1000|BOURG-EN-BRESSE|01|53||BC|401||2|92,69|||||||||1|2|Appartement||104|3|||
|||||||000001|03/01/2019|Vente terrain à bâtir|47000,00||||B032|HAMEAU DES RIPPES|1240|CERTINES|01|69||ZE|419||||||||||||0||||||AB||441
|||||||000001|03/01/2019|Vente terrain à bâtir|47000,00||||B032|HAMEAU DES RIPPES|1240|CERTINES|01|69||ZE|430||||||||||||0||||||AB||63
|||||||000001|04/01/2019|Vente|182000,00|14||RUE|3617|DE TOURAINE|1000|BOURG-EN-BRESSE|01|53||CH|49||358|104,69|||||||||1|1|Maison||104|5|||
|||||||000001|07/01/2019|Vente|140000,00|9||RUE|2485|MARC SEGUIN|1000|BOURG-EN-BRESSE|01|53||BO|114||||||||||||0|4|Local industriel. commercial ou assimilé||360|0|S||1050
|||||||000001|04/01/2019|Vente|150000,00|275||RTE|0275|DE MONTRACOL|1960|SAINT-ANDRE-SUR-VIEUX-JONC|01|336||A|1281||||||||||||0|1|Maison||84|4|S||373
|||||||000003|25/01/2019|Vente|78,60||||B100|L EPINAT|1440|VIRIAT|01|451||D|2811||||||||||||0||||||P||65
|||||||000003|25/01/2019|Vente|78,60||||B100|L EPINAT|1440|VIRIAT|01|451||D|2813||||||||||||0||||||T||66
|||||||000001|31/01/2019|Vente|230000,00||||B024|LES PICOLETS|1960|PERONNAS|01|289||ZA|1||||||||||||0||||||P||12366
|||||||000001|31/01/2019|Vente|230000,00|1227||CHE|0335|DES PICOLETS|1960|PERONNAS|01|289||ZA|50||||||||||||0|1|Maison||123|3|S||1074
|||||||000001|31/01/2019|Vente|230000,00||||B024|LES PICOLETS|1960|PERONNAS|01|289||ZA|114||||||||||||0||||||P||4
|||||||000001|31/01/2019|Vente|230000,00||||B026|EN PICOLET|1310|SAINT-REMY|01|385||B|80||||||||||||0||||||BS||5010
|||||||000001|31/01/2019|Vente|230000,00||||B026|EN PICOLET|1310|SAINT-REMY|01|385||B|81||||||||||||0||||||T||500
|||||||000001|09/01/2019|Vente|400,00||||B398|LES VESSERIES|1750|REPLONGES|01|320||E|1077||||||||||||0||||||BT||225
|||||||000001|09/01/2019|Vente|400,00||||B110|FAROUX|1750|REPLONGES|01|320||ZL|154||||||||||||0||||||BT||730
|||||||000001|09/01/2019|Vente|400,00||||B188|LES MILASSIERES|1750|REPLONGES|01|320||ZT|167||||||||||||0||||||T||851
|||||||000002|21/01/2019|Vente|134000,00||||B299|THOL|1160|NEUVILLE-SUR-AIN|01|273||E|2100||||||||||||0||||||S||212
|||||||000002|21/01/2019|Vente|134000,00|226||RUE|0389|PRINCIPALE|1160|NEUVILLE-SUR-AIN|01|273||E|2101||||||||||||0|1|Maison||76|4|S||279
|||||||000003|15/01/2019|Vente|181000,00|5800||CHE|0030|DE CHAMPVENT|1310|POLLIAT|01|301||AK|66||||||||||||0|3|Dépendance||0|0|P||1030
|||||||000003|15/01/2019|Vente|181000,00|5800||CHE|0030|DE CHAMPVENT|1310|POLLIAT|01|301||AK|66||||||||||||0|3|Dépendance||0|0|S||600
|||||||000003|15/01/2019|Vente|181000,00|475||CHE|0030|DE CHAMPVENT|1310|POLLIAT|01|301||AK|68||||||||||||0|1|Maison||94|3|S||1432
|||||||000003|15/01/2019|Vente|181000,00||||B029|CHAMPVENT|1310|POLLIAT|01|301||ZL|50||||||||||||0||||||P||2646
|||||||000001|15/01/2019|Vente|3000,00||||B078|LA FORTILLIERE|1160|PRIAY|01|314||D|755||||||||||||0||||||P||4787
|||||||000001|15/01/2019|Vente|3000,00||||B078|LA FORTILLIERE|1160|PRIAY|01|314||D|756||||||||||||0||||||P||1047
|||||||000001|15/01/2019|Vente|3000,00||||B078|LA FORTILLIERE|1160|PRIAY|01|314||D|757||||||||||||0||||||P||1747
|||||||000001|22/01/2019|Vente|140000,00|5022||AV|0040|ADRIEN THIERRY|1190|PONT-DE-VAUX|01|305||AK|25||||||||||||0|3|Dépendance||0|0|S||28
|||||||000001|22/01/2019|Vente|140000,00||||B004|LE BOURG|1190|PONT-DE-VAUX|01|305||AK|26||||||||||||0||||||J|POTAG|618
|||||||000001|22/01/2019|Vente|140000,00|4||AV|0040|ADRIEN THIERRY|1190|PONT-DE-VAUX|01|305||AK|27||||||||||||0|1|Maison||82|4|S||119
|||||||000001|10/01/2019|Vente|159000,00|5799||RTE|0410|DE ST ANDRE LE BAS|1160|NEUVILLE-SUR-AIN|01|273||F|1202||||||||||||0|1|Maison||100|4|S||86
|||||||000001|10/01/2019|Vente|159000,00||||B038|EN BOTTET|1160|NEUVILLE-SUR-AIN|01|273||F|1204||||||||||||0||||||P||716
|||||||000001|23/01/2019|Vente|63000,00|49||RUE|0155|DE LA CROIX COLIN|1750|REPLONGES|01|320||AB|141||12||37|53,03|||||||2|4|Local industriel. commercial ou assimilé||62|0|||
|||||||000001|23/01/2019|Vente|63000,00|49||RUE|0155|DE LA CROIX COLIN|1750|REPLONGES|01|320||AB|141||21||||||||||1|3|Dépendance||0|0|||
|||||||000002|10/01/2019|Vente|216045,00|242||RTE|0163|DE PONT DE VAUX|1190|SERMOYER|01|402||WB|345||||||||||||0|1|Maison||112|6|S||1664
|||||||000002|08/01/2019|Echange|5000,00||||B110|PRES BLANCS|1310|CONFRANCON|01|115||ZD|23||||||||||||0||||||T||23303
|||||||000003|08/01/2019|Echange|5000,00||||B027|CHAMP GUILLEMAUD|1310|CONFRANCON|01|115||ZH|150||||||||||||0||||||T||16657
|||||||000003|08/01/2019|Echange|5000,00||||B027|CHAMP GUILLEMAUD|1310|CONFRANCON|01|115||ZH|152||||||||||||0||||||T||8151
|||||||000002|04/01/2019|Vente|184800,00|28||RUE|0005|DE FRANCHE COMTE|1250|NIVIGNE ET SURAN|01|95||AD|403||||||||||||0|1|Maison||115|4|||
|||||||000002|23/01/2019|Vente|1,00||||B283|LA NEUVE OUEST|1440|VIRIAT|01|451||BL|406||||||||||||0||||||AB||33
|||||||000001|07/01/2019|Vente|170000,00|10||RUE|0605|BRICHEMER|1000|BOURG-EN-BRESSE|01|53||BX|256||||||||||||0|1|Maison||97|5|S||224
|||||||000001|23/01/2019|Vente|8239,00||||B004|CHALANDRE|1000|SAINT-DENIS-LES-BOURG|01|344||AR|133||||||||||||0||||||S||1907
|||||||000001|23/01/2019|Vente|8239,00||||B004|CHALANDRE|1000|SAINT-DENIS-LES-BOURG|01|344||AR|136||||||||||||0||||||S||447
|||||||000003|10/01/2019|Vente|10000,00||||B008|CHAMP CORTET|1190|GORREVOD|01|175||WH|175||||||||||||0||||||T||582
|||||||000001|17/01/2019|Vente|161150,00|4||IMP|0243|DES HIRONDELLES|1190|PONT-DE-VAUX|01|305||AH|18||||||||||||0|1|Maison||110|4|S||891
|||||||000001|11/01/2019|Vente|62000,00|5072|||B010|AUX CHARMES|1190|GORREVOD|01|175||WH|115||||||||||||0|1|Maison||56|1|S||548
|||||||000001|07/01/2019|Vente|154400,00|6||RUE|2330|LOUIS BLERIOT|1000|BOURG-EN-BRESSE|01|53||BM|425||5|66,33|||||||||1|2|Appartement||67|3|||
|||||||000001|07/01/2019|Vente|154400,00|6||RUE|2330|LOUIS BLERIOT|1000|BOURG-EN-BRESSE|01|53||BM|425||23||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2019|Vente|3535,10||||B003|LES BLANCHETS|1310|BUELLAS|01|65||B|1040||||||||||||0||||||T||14926
|||||||000001|09/01/2019|Vente|3535,10||||B003|LES BLANCHETS|1310|BUELLAS|01|65||B|1042||||||||||||0||||||P||444
|||||||000001|25/01/2019|Vente|110000,00|5386|||B038|LA POTIERE|1340|MONTREVEL-EN-BRESSE|01|266||C|6||||||||||||0|1|Maison||84|3|S||1846
|||||||000001|25/01/2019|Vente|110000,00||||B038|LA POTIERE|1340|MONTREVEL-EN-BRESSE|01|266||C|7||||||||||||0||||||P||2496
|||||||000001|14/01/2019|Vente|53000,00|49||ALL|0018|DE LA GARE|1340|ATTIGNAT|01|24||AB|30||17||28|46,30|||||||2|2|Appartement||46|2|||
|||||||000001|17/01/2019|Vente|115000,00|471||RUE|0115|DES ADAMS|1340|CRAS-SUR-REYSSOUZE|01|130||C|208||||||||||||0|1|Maison||177|5|S||1354
|||||||000001|17/01/2019|Vente|115000,00||||B001|LES ADAMS|1340|CRAS-SUR-REYSSOUZE|01|130||C|926||||||||||||0||||||P||845
|||||||000001|21/01/2019|Vente|268780,00|8||ALL|0301|DE L AULNAIE|1440|VIRIAT|01|451||AS|208||||||||||||0|1|Maison||130|5|S||804
|||||||000001|22/01/2019|Vente|160100,00|5502|||B217|LES MALADIERES|1851|MARBOZ|01|232||WE|265||||||||||||0|3|Dépendance||0|0|S||20
|||||||000001|22/01/2019|Vente|160100,00|5501|||B217|LES MALADIERES|1851|MARBOZ|01|232||WE|266||||||||||||0|1|Maison||82|5|S||1326
|||||||000001|22/01/2019|Vente|160100,00|5501|||B217|LES MALADIERES|1851|MARBOZ|01|232||WE|266||||||||||||0|1|Maison||82|5|T||2173
|||||||000001|29/01/2019|Vente|2000,00||||B030|TAILLEFER|1340|MALAFRETAZ|01|229||B|193||||||||||||0||||||P||8257
|||||||000001|15/01/2019|Vente|4800,00|150||AV|1562|FRANCOIS PIGNIER|1000|BOURG-EN-BRESSE|01|53||BR|398||1163||1164||||||||2|4|Local industriel. commercial ou assimilé||106|0|||
|||||||000002|15/01/2019|Vente|4800,00|150||AV|1562|FRANCOIS PIGNIER|1000|BOURG-EN-BRESSE|01|53||BR|398||1168||1169||||||||2|4|Local industriel. commercial ou assimilé||52|0|||
|||||||000003|15/01/2019|Vente|7200,00|150||AV|1562|FRANCOIS PIGNIER|1000|BOURG-EN-BRESSE|01|53||BR|398||1165||1166||1167||||||3|4|Local industriel. commercial ou assimilé||135|0|||
|||||||000001|25/01/2019|Vente|864000,00|24||BD|2120|JULES FERRY|1000|BOURG-EN-BRESSE|01|53||AL|201||||||||||||0||||||AB||3394
|||||||000001|23/01/2019|Vente|190000,00|538||RUE|0100|DE LA CORRERIE|1960|PERONNAS|01|289||AH|208||||||||||||0|1|Maison||80|4|S||950
|||||||000001|23/01/2019|Vente|190000,00|538||RUE|0100|DE LA CORRERIE|1960|PERONNAS|01|289||AH|208||||||||||||0|1|Maison||80|4|J||808
|||||||000001|11/01/2019|Vente|93000,00||||B041|LE METRILLOT|1250|MONTAGNAT|01|254||BB|29||||||||||||0||||||S||229
|||||||000001|11/01/2019|Vente|93000,00||||B041|LE METRILLOT|1250|MONTAGNAT|01|254||BB|112||||||||||||0||||||AB||1031
|||||||000001|11/01/2019|Vente|93000,00||||B041|LE METRILLOT|1250|MONTAGNAT|01|254||BB|113||||||||||||0||||||S||8
|||||||000001|28/01/2019|Vente|85000,00||||B376|LES VENUES|1750|REPLONGES|01|320||AA|106||||||||||||0||||||AB||167
|||||||000001|28/01/2019|Vente|85000,00||||B376|LES VENUES|1750|REPLONGES|01|320||AA|109||||||||||||0||||||AB||395
|||||||000001|28/01/2019|Vente|85000,00||||B376|LES VENUES|1750|REPLONGES|01|320||AA|114||||||||||||0||||||AB||295
|||||||000001|28/01/2019|Vente|85000,00||||B376|LES VENUES|1750|REPLONGES|01|320||AA|118||||||||||||0||||||AB||49
|||||||000001|25/01/2019|Vente|160000,00||||B168|LA LIE BOUTEUSE|1750|REPLONGES|01|320||AN|36||||||||||||0||||||S||86
|||||||000001|25/01/2019|Vente|160000,00||||B168|LA LIE BOUTEUSE|1750|REPLONGES|01|320||AN|37||||||||||||0||||||S||10
|||||||000001|25/01/2019|Vente|160000,00|5866|||B313|LE PUTET NORD|1750|REPLONGES|01|320||AN|39||||||||||||0|1|Maison||79|4|S||990
|||||||000001|25/01/2019|Vente|160000,00|293||RTE|0053|DE BOURG|1750|REPLONGES|01|320||AN|41||||||||||||0||||||S||62
|||||||000001|25/01/2019|Vente|160000,00||||B168|LA LIE BOUTEUSE|1750|REPLONGES|01|320||AN|87||||||||||||0||||||T|LEGUM|215
|||||||000002|16/01/2019|Vente|300,00||||B058|L ENGORGERE|1250|CEYZERIAT|01|72||D|1152||||||||||||0||||||VI||55
|||||||000001|22/01/2019|Vente|50000,00|5232|||B058|VARAMBON|1160|VARAMBON|01|430||C|639||||||||||||0|3|Dépendance||0|0|J||450
|||||||000001|22/01/2019|Vente|50000,00|5232|||B058|VARAMBON|1160|VARAMBON|01|430||C|639||||||||||||0|3|Dépendance||0|0|S||100
|||||||000001|16/01/2019|Vente|40000,00||||B034|COMBE A MONSIEUR JEAN|1250|SIMANDRE-SUR-SURAN|01|408||E|1123||||||||||||0||||||AB||1184
|||||||000001|28/01/2019|Vente|9400,00||||B019|LES CARTELIES|1250|TOSSIAT|01|422||ZI|31||||||||||||0||||||T||12550
|||||||000001|28/01/2019|Vente|9400,00||||B028|CHAMP REVERDY|1250|TOSSIAT|01|422||ZK|81||||||||||||0||||||T||23900
|||||||000001|24/01/2019|Vente|30000,00||||B067|LE CHATELET|1560|SAINT-JEAN-SUR-REYSSOUZE|01|364||B|267||||||||||||0||||||P||7730
|||||||000001|22/01/2019|Vente terrain à bâtir|74000,00||||B012|LA CORRERIE|1960|PERONNAS|01|289||AI|147||||||||||||0||||||AB||522
|||||||000001|24/01/2019|Vente terrain à bâtir|63500,00||||B012|LA CORRERIE|1960|PERONNAS|01|289||AI|139||||||||||||0||||||AB||465
|||||||000001|24/01/2019|Vente|65000,00||||B030|LE BOURG|1240|DOMPIERRE-SUR-VEYLE|01|145||F|1513||||||||||||0||||||AB||788
|||||||000001|24/01/2019|Vente|170000,00||||B004|LA VILLE|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|266||||||||||||0||||||J||491
|||||||000001|24/01/2019|Vente|170000,00||||B004|LA VILLE|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|645||||||||||||0||||||S||120
|||||||000001|24/01/2019|Vente|170000,00|||RUE|0400|DE LA MOUCHE|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|676||||||||||||0||||||S||42
|||||||000001|24/01/2019|Vente|170000,00|153||RUE|0020|ALBERT COUSIN|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|811||||||||||||0|1|Maison||260|8|S||791
|||||||000001|24/01/2019|Vente|170000,00|||RUE|0400|DE LA MOUCHE|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|812||||||||||||0||||||S||634
|||||||000001|25/01/2019|Vente|185000,00|8||ALL|0051|DES CHAMPS|1310|MONTRACOL|01|264||A|1728||||||||||||0|1|Maison||88|3|S||732
|||||||000001|28/01/2019|Vente|75950,00|110||RUE|0443|DU PRE PAQUIER|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|680||145||||||||||1|3|Dépendance||0|0|||
|||||||000001|28/01/2019|Vente|75950,00|110||RUE|0443|DU PRE PAQUIER|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|680||67||||||||||1|2|Appartement||47|2|||
|||||||000001|14/01/2019|Vente|73500,00||||B078|LA PRESLE|1310|BUELLAS|01|65||A|1876||||||||||||0||||||AB||912
|||||||000001|15/01/2019|Vente|83500,00||||B078|LA PRESLE|1310|BUELLAS|01|65||A|1900||||||||||||0||||||AB||1038
|||||||000001|11/01/2019|Vente|214400,00|6179||RUE|0057|BROSSES|1750|REPLONGES|01|320||ZM|237||||||||||||0|4|Local industriel. commercial ou assimilé||25|0|S||2003
|||||||000001|11/01/2019|Vente|214400,00|6179||RUE|0057|BROSSES|1750|REPLONGES|01|320||ZM|237||||||||||||0|4|Local industriel. commercial ou assimilé||270|0|S||2003
|||||||000002|16/01/2019|Vente|300,00||||B084|EN POULLET|1310|MONTCET|01|259||A|703||||||||||||0||||||P||1054
|||||||000001|23/01/2019|Vente|286890,00|1265||RTE|0190|DES FOURCHES|1340|CRAS-SUR-REYSSOUZE|01|130||A|994||||||||||||0|1|Maison||173|6|S||2234
|||||||000001|23/01/2019|Vente|286890,00|1265||RTE|0190|DES FOURCHES|1340|CRAS-SUR-REYSSOUZE|01|130||A|994||||||||||||0|1|Maison||173|6|P||2549
|||||||000001|31/01/2019|Vente|260150,00|858||RTE|0425|DE L ORME|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|554||||||||||||0|1|Maison||205|8|S||3987
|||||||000002|31/01/2019|Vente|3000,00||||B164|A L ORME|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|553||||||||||||0||||||T||1914
|||||||000002|31/01/2019|Vente|3000,00||||B164|A L ORME|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|555||||||||||||0||||||P||8340
|||||||000002|31/01/2019|Vente|3000,00||||B164|A L ORME|1190|CHAVANNES-SUR-REYSSOUZE|01|94||C|556||||||||||||0||||||P||6749
|||||||000002|28/01/2019|Vente|55000,00||||B309|LES ORCIERES|1340|FOISSIAT|01|163||WI|647||||||||||||0||||||P||1081
|||||||000002|28/01/2019|Vente|55000,00||||B309|LES ORCIERES|1340|FOISSIAT|01|163||WI|648||||||||||||0||||||P||9
|||||||000001|21/01/2019|Vente|170400,00|41||RTE|0255|DU LOGIS NEUF|1310|CONFRANCON|01|115||AA|24||||||||||||0|1|Maison||144|4|S||999
|||||||000001|23/01/2019|Vente|100000,00|199||CHE|0510|DU PORTAIL|1340|ATTIGNAT|01|24||AM|143||||||||||||0||||||AG||776
|||||||000001|23/01/2019|Vente|100000,00|199||CHE|0510|DU PORTAIL|1340|ATTIGNAT|01|24||AM|143||||||||||||0||||||S||1000
|||||||000001|23/01/2019|Vente|100000,00||||B050|CRANGEAT|1340|ATTIGNAT|01|24||AM|146||||||||||||0||||||J||810
|||||||000001|25/01/2019|Vente|175000,00|5093|||B089|AU GROS CHENE|1560|CORMOZ|01|124||C|502||||||||||||0|1|Maison||109|5|S||770
|||||||000001|25/01/2019|Vente|175000,00||||B089|AU GROS CHENE|1560|CORMOZ|01|124||C|503||||||||||||0||||||S||944
|||||||000001|25/01/2019|Vente|175000,00||||B089|AU GROS CHENE|1560|CORMOZ|01|124||C|503||||||||||||0||||||T||1186
|||||||000001|25/01/2019|Vente|175000,00||||B112|LES NIEVRES|1560|CORMOZ|01|124||C|504||||||||||||0||||||P||9460
|||||||000001|25/01/2019|Vente|175000,00||||B112|LES NIEVRES|1560|CORMOZ|01|124||C|506||||||||||||0||||||P||3510
|||||||000001|25/01/2019|Vente|175000,00||||B041|LES CHOSETS|1560|CORMOZ|01|124||C|562||||||||||||0||||||BS||185
|||||||000001|25/01/2019|Vente|175000,00||||B089|AU GROS CHENE|1560|CORMOZ|01|124||C|634||||||||||||0||||||P||4530
|||||||000002|22/01/2019|Vente|115000,00|670||RTE|0025|DE BAGE|1570|FEILLENS|01|159||AK|265||||||||||||0|1|Maison||75|4|S||297
|||||||000002|22/01/2019|Vente|115000,00||||B277|TERNANT CENTRE|1570|FEILLENS|01|159||AK|524||||||||||||0||||||T||87
|||||||000002|22/01/2019|Vente|115000,00||||B277|TERNANT CENTRE|1570|FEILLENS|01|159||AK|527||||||||||||0||||||T||236
|||||||000002|22/01/2019|Vente|115000,00||||B277|TERNANT CENTRE|1570|FEILLENS|01|159||AK|528||||||||||||0||||||T||89
|||||||000001|11/01/2019|Vente|146850,00|22||RUE|0600|TUPIN|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|50||3||7|67,33|||||||2|2|Appartement||71|3|||
|||||||000001|22/01/2019|Vente|3780,15||||B072|LES PLATTIERES|1380|SAINT-GENIS-SUR-MENTHON|01|355||ZC|42||||||||||||0||||||T||13746
|||||||000001|28/01/2019|Vente|5000,00||||B146|SAINT LAURENT DES SABLES|1570|MANZIAT|01|231||A|2253||||||||||||0||||||BT||314
|||||||000001|25/01/2019|Vente|171000,00|5||LOT|A030|LE VERGER|1190|SAINT-BENIGNE|01|337||ZL|427||||||||||||0|1|Maison||88|4|S||1093
|||||||000001|31/01/2019|Vente|56500,00||||B057|MABERTIN|1290|CORMORANCHE-SUR-SAONE|01|123||C|1051||||||||||||0||||||AB||256
|||||||000001|31/01/2019|Vente|56500,00||||B057|MABERTIN|1290|CORMORANCHE-SUR-SAONE|01|123||C|1075||||||||||||0||||||AB||207
|||||||000001|31/01/2019|Vente|256200,00|1956||RTE|0195|DE SAINT GENIS SUR MENTHON|1540|PERREX|01|291||B|569||||||||||||0|1|Maison||77|3|S||2911
|||||||000001|31/01/2019|Vente|256200,00||||B014|FORET DE PERREX|1540|PERREX|01|291||B|691||||||||||||0||||||T||1380
|||||||000001|31/01/2019|Vente|256200,00||||B014|FORET DE PERREX|1540|PERREX|01|291||B|691||||||||||||0||||||P||6771
|||||||000001|22/01/2019|Vente|105000,00|5264|||B314|LE PUTET SUD|1750|REPLONGES|01|320||AN|201||||||||||||0|1|Maison||90|2|S||1054
|||||||000001|29/01/2019|Vente|9946,35||||B091|AUX PLATIERS|1290|LAIZ|01|203||C|286||||||||||||0||||||T||1375
|||||||000001|29/01/2019|Vente|9946,35||||B091|AUX PLATIERS|1290|LAIZ|01|203||C|287||||||||||||0||||||T||5870
|||||||000001|29/01/2019|Vente|9946,35||||B091|AUX PLATIERS|1290|LAIZ|01|203||C|288||||||||||||0||||||T||7045
|||||||000001|29/01/2019|Vente|9946,35||||B050|EN LA GRENOUILLE|1290|LAIZ|01|203||C|398||||||||||||0||||||T||7050
|||||||000001|29/01/2019|Vente|9946,35||||B050|EN LA GRENOUILLE|1290|LAIZ|01|203||C|399||||||||||||0||||||T||6050
|||||||000001|29/01/2019|Vente|9946,35||||B050|EN LA GRENOUILLE|1290|LAIZ|01|203||C|400||||||||||||0||||||T||690
|||||||000001|29/01/2019|Vente|9946,35||||B050|EN LA GRENOUILLE|1290|LAIZ|01|203||C|401||||||||||||0||||||T||1775
|||||||000001|29/01/2019|Vente|9946,35||||B010|EN LA BULASSIERE|1290|LAIZ|01|203||C|402||||||||||||0||||||T||870
|||||||000001|29/01/2019|Vente|9946,35||||B010|EN LA BULASSIERE|1290|LAIZ|01|203||C|403||||||||||||0||||||T||8000
|||||||000001|29/01/2019|Vente|9946,35||||B010|EN LA BULASSIERE|1290|LAIZ|01|203||C|404||||||||||||0||||||T||360
|||||||000001|29/01/2019|Vente|9946,35||||B010|EN LA BULASSIERE|1290|LAIZ|01|203||C|405||||||||||||0||||||T||2765
|||||||000001|29/01/2019|Vente|9946,35||||B010|EN LA BULASSIERE|1290|LAIZ|01|203||C|406||||||||||||0||||||P||1395
|||||||000001|22/01/2019|Vente|191000,00|200||RTE|0050|DE LAGNAT|1290|CRUZILLES-LES-MEPILLAT|01|136||ZA|177||||||||||||0|1|Maison||90|4|S||2018
|||||||000001|31/01/2019|Vente|98840,00|34||RUE|0560|TONY REVILLON|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|696||17|46,81|||||||||1|2|Appartement||47|2|||
|||||||000001|30/01/2019|Vente|219000,00||||B056|MARE FROIDE|1380|SAINT-CYR-SUR-MENTHON|01|343||ZM|299||||||||||||0||||||P||652
|||||||000001|30/01/2019|Vente|219000,00|5274|||B056|MARE FROIDE|1380|SAINT-CYR-SUR-MENTHON|01|343||ZM|300||||||||||||0|1|Maison||151|6|S||1143
