Code service CH|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|24/01/2019|Vente|174500,00|120||RUE|0167|DU PERRON|1290|SAINT-JEAN-SUR-VEYLE|01|365||C|1405||||||||||||0||||||AG|JARD|240
|||||||000001|24/01/2019|Vente|174500,00|120||RUE|0167|DU PERRON|1290|SAINT-JEAN-SUR-VEYLE|01|365||C|1406||||||||||||0|1|Maison||94|5|S||703
|||||||000001|24/01/2019|Vente|174500,00|120||RUE|0167|DU PERRON|1290|SAINT-JEAN-SUR-VEYLE|01|365||C|1406||||||||||||0|1|Maison||94|5|AG|JARD|531
|||||||000001|01/02/2019|Vente|93000,00|11||RUE|1070|DE CUIRON|1000|BOURG-EN-BRESSE|01|53||AV|39||19||31|52,62|||||||2|2|Appartement||57|3|||
|||||||000001|21/01/2019|Vente|200000,00|7||RUE|1820|GUICHENON|1000|BOURG-EN-BRESSE|01|53||AD|119||1||||||||||1|4|Local industriel. commercial ou assimilé||286|0|||
|||||||000002|24/01/2019|Vente|43000,00||||B006|EN BIOLIERE|1190|OZAN|01|284||B|1886||||||||||||0||||||S||658
|||||||000002|24/01/2019|Vente|43000,00||||B006|EN BIOLIERE|1190|OZAN|01|284||B|1889||||||||||||0||||||S||162
|||||||000002|22/01/2019|Echange|3000,00||||B065|LES COMMUNES|1560|SAINT-NIZIER-LE-BOUCHOUX|01|380||ZY|54||||||||||||0||||||P||11080
|||||||000002|22/01/2019|Echange|3000,00||||B065|LES COMMUNES|1560|SAINT-NIZIER-LE-BOUCHOUX|01|380||ZY|177||||||||||||0||||||P||4321
|||||||000003|22/01/2019|Echange|3000,00||||B033|CHAMP BUCLET|1560|SAINT-NIZIER-LE-BOUCHOUX|01|380||ZY|47||||||||||||0||||||T||7390
|||||||000003|22/01/2019|Echange|3000,00||||B033|CHAMP BUCLET|1560|SAINT-NIZIER-LE-BOUCHOUX|01|380||ZY|50||||||||||||0||||||T||8010
|||||||000001|30/01/2019|Vente|9663,00||||B142|AUX SALLES|1190|CHEVROUX|01|102||C|11||||||||||||0||||||P||11147
|||||||000001|30/01/2019|Vente|9663,00||||B018|CHAMBRE AU LOUP|1190|CHEVROUX|01|102||C|27||||||||||||0||||||P||8331
|||||||000001|30/01/2019|Vente|9663,00||||B143|AU SERTA|1190|CHEVROUX|01|102||C|38||||||||||||0||||||T||5100
|||||||000001|30/01/2019|Vente|9663,00||||B129|LA RAMA|1190|CHEVROUX|01|102||C|233||||||||||||0||||||T||12010
|||||||000001|30/01/2019|Vente|9663,00||||B158|VERS LE PONT|1190|CHEVROUX|01|102||D|991||||||||||||0||||||P||14690
|||||||000001|30/01/2019|Vente|9663,00||||B158|VERS LE PONT|1190|CHEVROUX|01|102||D|992||||||||||||0||||||BT||531
|||||||000001|30/01/2019|Vente|400,00||||B024|AU CHAMPERE|1190|SERMOYER|01|402||WA|255||||||||||||0||||||T||1135
|||||||000001|30/01/2019|Vente|200,00||||B024|AU CHAMPERE|1190|SERMOYER|01|402||WA|250||||||||||||0||||||T||518
|||||||000001|21/01/2019|Vente|1,00||||B147|LES ROLIETTES|1160|PRIAY|01|314||D|2313||||||||||||0||||||S||118
|||||||000001|31/01/2019|Vente|173800,00|4||QUAI|1870|HENRI GROBOZ|1000|BOURG-EN-BRESSE|01|53||BC|258||3|81,76|||||||||1|2|Appartement||90|3|||
|||||||000001|17/01/2019|Vente|66000,00||||B183|LA VALLA|1290|GRIEGES|01|179||D|2547||||||||||||0||||||AB||325
|||||||000001|17/01/2019|Vente|66000,00||||B183|LA VALLA|1290|GRIEGES|01|179||D|2552||||||||||||0||||||AB||482
|||||||000001|23/01/2019|Vente|480,00||||B089|LE MONTILLER|1190|CHEVROUX|01|102||D|1195||||||||||||0||||||T||2186
|||||||000001|25/01/2019|Vente|205000,00|7||PL|1310|EDGAR  QUINET|1000|BOURG-EN-BRESSE|01|53||AN|218||||||||||||0|2|Appartement||75|3|S||117
|||||||000001|25/01/2019|Vente|205000,00|7||PL|1310|EDGAR  QUINET|1000|BOURG-EN-BRESSE|01|53||AN|218||||||||||||0|2|Appartement||60|1|S||117
|||||||000001|25/01/2019|Vente|205000,00|7||PL|1310|EDGAR  QUINET|1000|BOURG-EN-BRESSE|01|53||AN|218||||||||||||0|4|Local industriel. commercial ou assimilé||80|0|S||117
|||||||000001|25/01/2019|Vente|205000,00|7||PL|1310|EDGAR  QUINET|1000|BOURG-EN-BRESSE|01|53||AN|218||||||||||||0|2|Appartement||75|2|S||117
|||||||000001|25/01/2019|Vente|69000,00|2||RUE|1790|DE LA GRENOUILLERE|1000|BOURG-EN-BRESSE|01|53||AC|132||107||116|68,65|||||||2|2|Appartement||70|3|||
|||||||000001|31/01/2019|Vente|225000,00|6||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BD|297||1|141,30|||||||||1|4|Local industriel. commercial ou assimilé||140|0|||
|||||||000001|25/01/2019|Vente|102000,00|237||RUE|0240|DE LA MAIRIE|1960|SAINT-ANDRE-SUR-VIEUX-JONC|01|336||A|227||||||||||||0|2|Appartement||36|1|S||140
|||||||000001|25/01/2019|Vente|102000,00|237||RUE|0240|DE LA MAIRIE|1960|SAINT-ANDRE-SUR-VIEUX-JONC|01|336||A|227||||||||||||0|3|Dépendance||0|0|S||140
|||||||000001|25/01/2019|Vente|102000,00|237||RUE|0240|DE LA MAIRIE|1960|SAINT-ANDRE-SUR-VIEUX-JONC|01|336||A|227||||||||||||0|2|Appartement||36|1|S||140
|||||||000001|25/01/2019|Vente|102000,00||||B140|LE VILLAGE|1960|SAINT-ANDRE-SUR-VIEUX-JONC|01|336||A|425||||||||||||0||||||J||372
|||||||000002|01/02/2019|Vente|10800,00|||RUE|0340|PASCAL|1000|SAINT-DENIS-LES-BOURG|01|344||AK|557||||||||||||0||||||T||108
|||||||000001|01/02/2019|Vente|1,00||||B001|BELLEVUE|1340|SAINT-SULPICE|01|387||A|777||||||||||||0||||||AB||610
|||||||000001|01/02/2019|Vente|1,00||||B001|BELLEVUE|1340|SAINT-SULPICE|01|387||A|778||||||||||||0||||||AB||26
|||||||000001|16/01/2019|Vente|146000,00|5241|||B050|COLIGNY LE HAUT|1270|COLIGNY|01|108||AD|1||||||||||||0|1|Maison||90|3|S||182
|||||||000001|04/02/2019|Vente|125000,00|697||RTE|0121|DES GONNIERES|1190|CHEVROUX|01|102||A|1349||||||||||||0|1|Maison||94|4|S||56
|||||||000001|04/02/2019|Vente|125000,00||||B064|AUX GONNIERES|1190|CHEVROUX|01|102||A|1355||||||||||||0||||||S||116
|||||||000001|01/02/2019|Vente|10000,00||||B036|AUX BILLETS|1340|BRESSE VALLONS|01|130|154|ZM|214||||||||||||0||||||T||33687
|||||||000001|01/02/2019|Vente|10000,00||||B017|LES LAURENTS|1340|BRESSE VALLONS|01|130||B|406||||||||||||0||||||P||300
|||||||000001|01/02/2019|Vente|10000,00||||B017|LES LAURENTS|1340|BRESSE VALLONS|01|130||B|408||||||||||||0||||||P||9396
|||||||000001|23/01/2019|Vente|150000,00|6||RUE|0072|ALAIN LESAGE|1000|BOURG-EN-BRESSE|01|53||CL|16||||||||||||0|1|Maison||129|4|S||1006
|||||||000003|01/02/2019|Vente|3513,00||||B024|LE PETIT ETANG|1340|MALAFRETAZ|01|229||C|645||||||||||||0||||||BT||6755
|||||||000001|11/01/2019|Vente|227600,00|6||LOT|A006|LE BOIS JOLI|1960|SERVAS|01|405||C|665||||||||||||0|1|Maison||112|5|S||187
|||||||000001|11/01/2019|Vente|227600,00||||B013|LES GRANGES MOUTONS|1960|SERVAS|01|405||C|672||||||||||||0||||||S||736
|||||||000001|01/02/2019|Vente|24000,00|5807|||B032|LE PARADIS|1340|MONTREVEL-EN-BRESSE|01|266||AD|135||48||||||||||1|3|Dépendance||0|0|||
|||||||000001|01/02/2019|Vente|24000,00|5807|||B032|LE PARADIS|1340|MONTREVEL-EN-BRESSE|01|266||AD|135||50||||||||||1|3|Dépendance||0|0|||
|||||||000001|01/02/2019|Vente|5000,00||||B018|LES BLOTONNEES|1560|SAINT-JEAN-SUR-REYSSOUZE|01|364||C|705||||||||||||0||||||BS||1824
|||||||000001|17/01/2019|Vente|146100,00|3||CHE|0218|DE LA SOURCE DE LA RATTE|1370|VAL-REVERMONT|01|426||F|292||||||||||||0|1|Maison||70|3|S||30
|||||||000001|17/01/2019|Vente|146100,00|6143||GR|0115|GRANDE RUE|1370|VAL-REVERMONT|01|426||F|559||2||||||||||1|3|Dépendance||0|0|||
|||||||000001|17/01/2019|Vente|146100,00|5846|||B286|LE VILLAGE - TREFFORT|1370|VAL-REVERMONT|01|426||F|561||||||||||||0|3|Dépendance||0|0|S||14
|||||||000001|05/02/2019|Vente|202855,00|7||RUE|0060|AIME COTTON|1000|BOURG-EN-BRESSE|01|53||AV|114||||||||||||0|1|Maison||82|5|S||516
|||||||000001|23/01/2019|Vente|713,30||||B007|BOIS DAVAR|1190|CHEVROUX|01|102||D|959||||||||||||0||||||T||3034
|||||||000001|23/01/2019|Vente|713,30||||B007|BOIS DAVAR|1190|CHEVROUX|01|102||D|960||||||||||||0||||||T||481
|||||||000001|23/01/2019|Vente|49200,00||||B011|LES BONOTS|1190|SAINT-BENIGNE|01|337||ZC|681||||||||||||0||||||AB||709
|||||||000001|24/01/2019|Vente|98810,00|5099|||B015|COUSSE VESSE|1190|GORREVOD|01|175||WI|182||||||||||||0|1|Maison||100|3|S||829
|||||||000001|29/01/2019|Vente|204930,00||||B052|FORTUNE|1240|LENT|01|211||A|773||||||||||||0||||||T||2455
|||||||000001|29/01/2019|Vente|204930,00||||B052|FORTUNE|1240|LENT|01|211||A|922||||||||||||0||||||T||398
|||||||000001|29/01/2019|Vente|204930,00||||B052|FORTUNE|1240|LENT|01|211||A|923||||||||||||0||||||P||174
|||||||000001|29/01/2019|Vente|204930,00|541||ALL|0106|DE FORTUNE|1240|LENT|01|211||A|991||||||||||||0|1|Maison||98|4|S||1489
|||||||000001|23/01/2019|Vente|187880,00|306||ALL|1225|DU FURET|1000|BOURG-EN-BRESSE|01|53||CW|240||||||||||||0|1|Maison||90|4|S||748
|||||||000001|23/01/2019|Vente|187880,00|295||ALL|0595|DES BOUVREUILS|1000|BOURG-EN-BRESSE|01|53||CW|290||||||||||||0||||||S||34
|||||||000001|12/01/2019|Vente|224000,00|4||RUE|0990|DU CORDIER|1000|BOURG-EN-BRESSE|01|53||BD|154||38||60||||||||2|2|Appartement||97|5|||
|||||||000001|12/01/2019|Vente|224000,00|2||RUE|0990|DU CORDIER|1000|BOURG-EN-BRESSE|01|53||BD|154||350||||||||||1|3|Dépendance||0|0|||
|||||||000001|22/01/2019|Vente|246000,00||||B037|MOULIN DE CURTAFRAY|1000|BOURG-EN-BRESSE|01|53||CN|242||||||||||||0||||||S||302
|||||||000001|22/01/2019|Vente|246000,00|828|A|CHE|0070|DE L ALAGNIER|1000|BOURG-EN-BRESSE|01|53||CN|243||||||||||||0|1|Maison||90|4|S||1575
|||||||000001|05/02/2019|Vente|171500,00||||B030|LES CROIX VIEILLES|1380|SAINT-CYR-SUR-MENTHON|01|343||ZA|99||||||||||||0||||||P||2072
|||||||000001|05/02/2019|Vente|171500,00||||B030|LES CROIX VIEILLES|1380|SAINT-CYR-SUR-MENTHON|01|343||ZA|100||||||||||||0||||||P||1620
|||||||000001|05/02/2019|Vente|171500,00|124||RTE|0238|DES GUILLEMIERES|1380|SAINT-CYR-SUR-MENTHON|01|343||ZA|101||||||||||||0|1|Maison||115|6|J||1668
|||||||000001|05/02/2019|Vente|171500,00|124||RTE|0238|DES GUILLEMIERES|1380|SAINT-CYR-SUR-MENTHON|01|343||ZA|101||||||||||||0|1|Maison||115|6|S||676
|||||||000001|05/02/2019|Vente|171500,00|||RTE|0238|DES GUILLEMIERES|1380|SAINT-CYR-SUR-MENTHON|01|343||ZA|102||||||||||||0|3|Dépendance||0|0|J||973
|||||||000001|05/02/2019|Vente|171500,00||||B030|LES CROIX VIEILLES|1380|SAINT-CYR-SUR-MENTHON|01|343||ZA|103||||||||||||0||||||S||455
|||||||000001|25/01/2019|Vente|50,00||||B015|AUX BRUYERES|1560|COURTES|01|128||B|522||||||||||||0||||||P||602
|||||||000002|29/01/2019|Vente|1087,00||||B294|LES MIETTES|1340|FOISSIAT|01|163||WH|962||||||||||||0||||||P||1087
|||||||000001|11/01/2019|Vente|4000,00||||B054|SOUS LES CHALLIES|1250|DROM|01|150||A|975||||||||||||0||||||P||1220
|||||||000001|11/01/2019|Vente|4000,00||||B054|SOUS LES CHALLIES|1250|DROM|01|150||A|985||||||||||||0||||||T||4275
|||||||000001|11/01/2019|Vente|4000,00||||B054|SOUS LES CHALLIES|1250|DROM|01|150||A|985||||||||||||0||||||T||4275
|||||||000001|11/01/2019|Vente|4000,00||||B019|SUR LA CROIX|1250|DROM|01|150||A|1250||||||||||||0||||||PA||2350
|||||||000001|11/01/2019|Vente|4000,00||||B019|SUR LA CROIX|1250|DROM|01|150||A|1269||||||||||||0||||||P||920
|||||||000001|11/01/2019|Vente|4000,00||||B018|A LA COUILLETTE|1250|DROM|01|150||B|304||||||||||||0||||||PA||2740
|||||||000001|11/01/2019|Vente|4000,00||||B018|A LA COUILLETTE|1250|DROM|01|150||B|312||||||||||||0||||||PA||920
|||||||000001|11/01/2019|Vente|4000,00||||B018|A LA COUILLETTE|1250|DROM|01|150||B|313||||||||||||0||||||PA||1130
|||||||000001|11/01/2019|Vente|4000,00||||B018|A LA COUILLETTE|1250|DROM|01|150||B|314||||||||||||0||||||PA||1040
|||||||000001|11/01/2019|Vente|4000,00||||B018|A LA COUILLETTE|1250|DROM|01|150||B|343||||||||||||0||||||P||1870
|||||||000001|11/01/2019|Vente|4000,00||||B057|SOUS LUY|1250|DROM|01|150||B|1088||||||||||||0||||||T||1690
|||||||000001|29/01/2019|Vente|150,00||||B011|LES BONOTS|1190|SAINT-BENIGNE|01|337||ZC|663||||||||||||0||||||S||65
|||||||000001|29/01/2019|Vente|150,00||||B011|LES BONOTS|1190|SAINT-BENIGNE|01|337||ZC|689||||||||||||0||||||S||9
|||||||000001|11/01/2019|Vente|155000,00|240||RUE|0389|PRINCIPALE|1160|NEUVILLE-SUR-AIN|01|273||E|2103||||||||||||0|1|Maison||95|5|S||671
|||||||000001|05/02/2019|Vente|57000,00||||B057|MABERTIN|1290|CORMORANCHE-SUR-SAONE|01|123||C|1071||||||||||||0||||||AB||421
|||||||000001|11/01/2019|Vente|77000,00|37||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BE|195||252||277||||||||2|2|Appartement||61|3|||
|||||||000001|11/01/2019|Vente|77000,00|37||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BE|195||567||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2019|Vente|77000,00|37||AV|0225|AMEDEE MERCIER|1000|BOURG-EN-BRESSE|01|53||BE|195||244||268|77,17|||||||2|2|Appartement||74|4|||
|||||||000001|14/01/2019|Vente|190000,00||||B050|LES GOUILLES|1190|BOZ|01|57||A|183||||||||||||0||||||BT||671
|||||||000001|14/01/2019|Vente|190000,00||||B045|LES FONTANETTES|1190|BOZ|01|57||A|321||||||||||||0||||||P||3627
|||||||000001|14/01/2019|Vente|190000,00|439||RTE|0060|DE L ETANG|1190|BOZ|01|57||A|1146||||||||||||0|1|Maison||100|4|J||2215
|||||||000001|14/01/2019|Vente|190000,00|439||RTE|0060|DE L ETANG|1190|BOZ|01|57||A|1146||||||||||||0|1|Maison||100|4|S||1150
|||||||000001|14/01/2019|Vente|190000,00||||B045|LES FONTANETTES|1190|BOZ|01|57||A|1242||||||||||||0||||||AB||85
|||||||000001|14/01/2019|Vente|190000,00||||B045|LES FONTANETTES|1190|BOZ|01|57||A|1245||||||||||||0||||||AB||148
|||||||000001|14/01/2019|Vente|190000,00||||B045|LES FONTANETTES|1190|BOZ|01|57||A|1248||||||||||||0||||||AB||115
|||||||000002|04/02/2019|Vente|42000,00||||B136|AU ROUSSET|1190|CHEVROUX|01|102||D|1690||||||||||||0||||||T||1000
|||||||000001|28/01/2019|Vente|268000,00|501|A|RTE|0420|DES NUGONS|1190|CHAVANNES-SUR-REYSSOUZE|01|94||B|1010||||||||||||0|1|Maison||103|3|S||1253
|||||||000001|28/01/2019|Vente|268000,00|499|A|RTE|0420|DES NUGONS|1190|CHAVANNES-SUR-REYSSOUZE|01|94||B|1011||||||||||||0|1|Maison||126|3|S||1597
|||||||000001|28/01/2019|Vente|268000,00||||B163|LES NUGONS|1190|CHAVANNES-SUR-REYSSOUZE|01|94||B|1012||||||||||||0||||||T||2097
|||||||000001|28/01/2019|Vente|268000,00||||B163|LES NUGONS|1190|CHAVANNES-SUR-REYSSOUZE|01|94||B|1013||||||||||||0||||||T||2055
|||||||000001|28/01/2019|Vente|268000,00||||B163|LES NUGONS|1190|CHAVANNES-SUR-REYSSOUZE|01|94||B|1014||||||||||||0||||||T||5788
|||||||000001|04/02/2019|Vente|32000,00||||B283|MALEMPAN|1340|FOISSIAT|01|163||AB|924||||||||||||0||||||AB||506
|||||||000002|13/02/2019|Vente|282000,00||||B072|LE MANTHONAY|1240|LENT|01|211||C|89||||||||||||0||||||T||1450
|||||||000002|13/02/2019|Vente|282000,00|2830||RTE|0040|DES CHATILLONS|1240|LENT|01|211||C|294||||||||||||0|1|Maison||150|5|||
|||||||000001|08/02/2019|Vente|4500,00||||B017|LA FORET|1340|MALAFRETAZ|01|229||C|166||||||||||||0||||||T||3488
|||||||000001|08/02/2019|Vente|4500,00||||B017|LA FORET|1340|MALAFRETAZ|01|229||C|167||||||||||||0||||||BP||3430
|||||||000001|08/02/2019|Vente|4500,00||||B017|LA FORET|1340|MALAFRETAZ|01|229||C|168||||||||||||0||||||BP||8998
|||||||000001|04/02/2019|Vente|9000,00|7||RUE|2880|DU PALAIS|1000|BOURG-EN-BRESSE|01|53||AD|586||19||||||||||1|3|Dépendance||0|0|||
|||||||000001|28/01/2019|Vente|95000,00|114||RUE|1336|EDOUARD MANET|1000|BOURG-EN-BRESSE|01|53||CI|92||10|52,74|||||||||1|2|Appartement||52|2|||
|||||||000001|28/01/2019|Vente|95000,00|114||RUE|1336|EDOUARD MANET|1000|BOURG-EN-BRESSE|01|53||CI|92||36||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/02/2019|Vente|145000,00|23||RUE|1700|GEORGES GUYNEMER|1000|BOURG-EN-BRESSE|01|53||AK|272||||||||||||0||||||S||46
|||||||000001|08/02/2019|Vente|145000,00|25|B|RUE|1700|GEORGES GUYNEMER|1000|BOURG-EN-BRESSE|01|53||AK|287||||||||||||0||||||S||116
|||||||000001|08/02/2019|Vente|145000,00|25|B|RUE|1700|GEORGES GUYNEMER|1000|BOURG-EN-BRESSE|01|53||AK|288||||||||||||0||||||S||3
|||||||000001|08/02/2019|Vente|145000,00|25|B|RUE|1700|GEORGES GUYNEMER|1000|BOURG-EN-BRESSE|01|53||AK|292||||||||||||0|1|Maison||73|4|S||680
|||||||000001|07/02/2019|Vente|1328,20||||B043|AU BUTILLON|1380|BAGE-DOMMARTIN|01|25||F|2754||||||||||||0||||||L||580
|||||||000001|05/02/2019|Vente|40000,00||||B071|LA VERCHERE|1190|PONT-DE-VAUX|01|305||AH|4||||||||||||0||||||J|POTAG|690
|||||||000001|22/01/2019|Vente|195900,00||||B004|LA CARONIERE|1540|PERREX|01|291||A|456||||||||||||0||||||T||6330
|||||||000001|22/01/2019|Vente|195900,00||||B004|LA CARONIERE|1540|PERREX|01|291||A|457||||||||||||0||||||P||1350
|||||||000001|22/01/2019|Vente|195900,00|291||RTE|0012|DE LA CARRONNIERE|1540|PERREX|01|291||A|458||||||||||||0|1|Maison||89|3|S||1270
|||||||000002|22/01/2019|Vente|90000,00||||B022|MONCOIN|1540|PERREX|01|291||B|1256||||||||||||0||||||P||5151
|||||||000002|22/01/2019|Vente|90000,00|31||IMP|0148|DU PRE COIFFE|1540|PERREX|01|291||B|1258||||||||||||0|1|Maison||77|3|S||937
|||||||000002|22/01/2019|Vente|90000,00|31||IMP|0148|DU PRE COIFFE|1540|PERREX|01|291||B|1258||||||||||||0|1|Maison||77|3|S||937
|||||||000002|22/01/2019|Vente|90000,00|31||IMP|0148|DU PRE COIFFE|1540|PERREX|01|291||B|1258||||||||||||0|3|Dépendance||0|0|S||937
|||||||000002|22/01/2019|Vente|90000,00|31||IMP|0148|DU PRE COIFFE|1540|PERREX|01|291||B|1258||||||||||||0|1|Maison||77|3|S||937
|||||||000002|22/01/2019|Vente|90000,00|31||IMP|0148|DU PRE COIFFE|1540|PERREX|01|291||B|1258||||||||||||0|1|Maison||73|4|S||937
|||||||000002|22/01/2019|Vente|90000,00|31||IMP|0148|DU PRE COIFFE|1540|PERREX|01|291||B|1258||||||||||||0|1|Maison||85|4|S||937
|||||||000001|12/02/2019|Vente|88000,00|51||ALL|3532|SIMONE SIGNORET|1000|BOURG-EN-BRESSE|01|53||BZ|275||644||646|40,10|||||||2|2|Appartement||40|1|||
|||||||000001|12/02/2019|Vente|88000,00|51||ALL|3532|SIMONE SIGNORET|1000|BOURG-EN-BRESSE|01|53||BZ|275||644||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/02/2019|Vente|47000,00|3||RUE|1180|DES DIMES|1000|BOURG-EN-BRESSE|01|53||BE|209||27||63|38,16|||||||2|2|Appartement||38|2|||
|||||||000001|21/01/2019|Vente|84300,00|5||RUE|1860|HENRI DUNANT|1000|BOURG-EN-BRESSE|01|53||BM|109||511||524|84,67|||||||2|2|Appartement||86|4|||
|||||||000001|18/01/2019|Vente|234670,00|163||RUE|0615|DES ACACIAS|1000|SAINT-DENIS-LES-BOURG|01|344||AH|590||||||||||||0|1|Maison||111|5|S||306
|||||||000001|18/01/2019|Vente|234670,00||||B003|LES CADALLES|1000|SAINT-DENIS-LES-BOURG|01|344||AH|598||||||||||||0||||||S||60
|||||||000001|30/01/2019|Vente|91405,00|2||RUE|0285|ARISTIDE BRIAND|1000|BOURG-EN-BRESSE|01|53||AC|248||168||178||||||||2|2|Appartement||64|3|||
|||||||000001|30/01/2019|Vente|91405,00|2||RUE|0285|ARISTIDE BRIAND|1000|BOURG-EN-BRESSE|01|53||AC|248||161||233|65,35|||||||2|2|Appartement||64|3|||
|||||||000001|24/01/2019|Vente|165000,00|5816|||B032|LE PARADIS|1340|MONTREVEL-EN-BRESSE|01|266||AD|135||69|112,73|||||||||1|1|Maison||87|3|||
|||||||000001|16/01/2019|Vente|190005,00||||B029|CHANFANT|1570|MANZIAT|01|231||AK|242||||||||||||0||||||T||1221
|||||||000001|16/01/2019|Vente|190005,00|470||RTE|0087|DE CHANFANT|1570|MANZIAT|01|231||AK|300||||||||||||0|1|Maison||135|5|S||378
|||||||000001|16/01/2019|Vente|190005,00||||B029|CHANFANT|1570|MANZIAT|01|231||AK|302||||||||||||0||||||P||579
|||||||000001|15/01/2019|Vente|105340,00|14|A|BD|1890|DE L HIPPODROME|1000|BOURG-EN-BRESSE|01|53||AT|171||83||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2019|Vente|105340,00|14|B|BD|1890|DE L HIPPODROME|1000|BOURG-EN-BRESSE|01|53||AT|171||78||92|68,90|||||||2|2|Appartement||67|3|||
|||||||000001|25/01/2019|Vente en l'état futur d'achèvement|2040000,00|6248|||B116|LE FORT|1440|VIRIAT|01|451||BK|100||||||||||||0|1|Maison||95|3|AB||3875
|||||||000001|25/01/2019|Vente en l'état futur d'achèvement|2040000,00|6248|||B116|LE FORT|1440|VIRIAT|01|451||BK|100||||||||||||0|4|Local industriel. commercial ou assimilé||1057|0|AB||3875
|||||||000001|25/01/2019|Vente en l'état futur d'achèvement|720000,00|300||RTE|0190|DE PARIS|1440|VIRIAT|01|451||BK|78||||||||||||0||||||AB||1296
|||||||000001|04/02/2019|Vente|155000,00||||B013|CRUZILLES|1290|CRUZILLES-LES-MEPILLAT|01|136||B|667||||||||||||0||||||T||3980
|||||||000001|04/02/2019|Vente|155000,00||||B013|CRUZILLES|1290|CRUZILLES-LES-MEPILLAT|01|136||B|668||||||||||||0||||||T||4970
|||||||000001|23/01/2019|Vente|115000,00|24||RUE|0030|DES CHARMETTES|1240|LENT|01|211||E|250||||||||||||0|1|Maison||104|6|S||929
|||||||000001|18/01/2019|Vente|40000,00||||B053|L EGRATAY|1370|MEILLONNAS|01|241||F|750||||||||||||0||||||AB||225
|||||||000001|18/01/2019|Vente|40000,00||||B053|L EGRATAY|1370|MEILLONNAS|01|241||ZD|299||||||||||||0||||||AB||175
|||||||000001|11/02/2019|Vente|175000,00||||B100|VIGNIEUX|1340|JAYAT|01|196||A|202||||||||||||0||||||P||1600
|||||||000001|11/02/2019|Vente|175000,00||||B100|VIGNIEUX|1340|JAYAT|01|196||A|203||||||||||||0||||||S||910
|||||||000001|11/02/2019|Vente|175000,00||||B100|VIGNIEUX|1340|JAYAT|01|196||A|204||||||||||||0||||||P||600
|||||||000001|11/02/2019|Vente|175000,00|175||IMP|0185|DU PETIT VIGNEUX|1340|JAYAT|01|196||A|205||||||||||||0|1|Maison||75|2|S||1052
|||||||000001|18/01/2019|Vente|100000,00|910||CHEM|0140|DE MIGLENE|1250|VILLEREVERSURE|01|447||C|104||||||||||||0|1|Maison||104|5|J||845
|||||||000001|18/01/2019|Vente|100000,00|910||CHEM|0140|DE MIGLENE|1250|VILLEREVERSURE|01|447||C|104||||||||||||0|1|Maison||104|5|S||1325
|||||||000001|31/01/2019|Vente|130000,00|11||LOT|A002|DU CHATEAU|1250|VILLEREVERSURE|01|447||AC|281||||||||||||0|1|Maison||88|4|S||886
|||||||000001|04/02/2019|Echange|1947,50||||B022|LA CARONNIERE|1340|ATTIGNAT|01|24||C|829||||||||||||0||||||T||7790
|||||||000002|04/02/2019|Echange|1748,75||||B156|LES MERCIERS|1440|VIRIAT|01|451||B|1251||||||||||||0||||||T||6995
|||||||000001|18/01/2019|Vente|20000,00||||B034|CHANNELLES|1560|CORMOZ|01|124||ZL|130||||||||||||0||||||AB||1074
|||||||000001|04/02/2019|Vente|295000,00|293||CHE|0404|DE LA MURE|1380|BAGE-DOMMARTIN|01|25|144|A|784||||||||||||0|1|Maison||164|6|S||2134
|||||||000001|04/02/2019|Vente|295000,00||||B452|LA GENARDE|1380|BAGE-DOMMARTIN|01|25|144|A|786||||||||||||0||||||P||1371
|||||||000001|04/02/2019|Vente|295000,00||||B452|LA GENARDE|1380|BAGE-DOMMARTIN|01|25|144|A|788||||||||||||0||||||P||840
|||||||000001|21/01/2019|Vente|181450,00|200||RUE|0450|DES VIGNES|1250|CEYZERIAT|01|72||AK|483||||||||||||0|1|Maison||90|4|S||667
|||||||000001|29/01/2019|Vente|39000,00|45||AV|2420|MAGINOT|1000|BOURG-EN-BRESSE|01|53||AC|480||771||||||||||1|3|Dépendance||0|0|||
|||||||000001|29/01/2019|Vente|39000,00|43||AV|2420|MAGINOT|1000|BOURG-EN-BRESSE|01|53||AC|480||352|33,43|||||||||1|2|Appartement||36|1|||
